#{"t_start": 1716255000.9900413, "env_id": "manipulator_mujoco/UR5eEnv-v2"}
r,l,t
-21.284918,1,1.536075
-16.749125,4,1.880985
-178.902496,131,11.209839
-16.747906,4,11.565137
-22.528396,1,11.708312
-12.761517,9,12.423637
-25.655921,4,12.808501
9.743987,127,21.819195
-14.366732,7,22.381917
-231.701863,110,30.31133
-27.586446,3,30.590953
-13.412287,8,31.23196
-44.919795,18,32.596716
-72.859991,46,36.004993
-7.141894,16,37.252121
-29.901201,7,37.843306
-21.28497,1,37.982869
-16.754346,4,38.349813
-52.221985,23,40.434814
10.922162,28,42.504447
-22.820787,2,42.709981
-16.793953,4,43.062614
-12.799621,9,43.785264
-19.202089,1,43.927807
-43.839101,17,45.233732
19.028997,33,47.718553
-100.19758,59,52.127021
-29.000141,7,52.70067
-25.66791,4,53.068203
630.770108,240,70.492161
-22.825703,2,70.707714
-135.877536,111,79.180258
-26.409261,5,79.60516
-61.775504,30,81.842886
-49.359347,21,83.467481
-32.727854,9,84.203044
2.260857,28,86.341078
-31.316449,8,86.987737
-28.977634,7,87.576784
-30.113344,4,87.932425
-25.327046,62,92.515161
-31.155682,88,98.981009
-118.309588,112,107.108857
-85.431677,26,109.070689
409.116804,182,122.308328
-70.542347,229,139.190733
324.828205,340,164.118407
-413.664362,260,183.018044
-222.695593,210,198.464361
-133.758103,311,221.632843
-633.580024,406,252.580112
-295.272999,295,275.165011
-40.244848,8,275.89362
-22.528517,1,276.073414
-7.664766,15,277.313093
-82.926083,227,294.292121
-25.057401,2,294.565287
-429.92834,283,316.294432
-22.528519,1,316.473232
144.761966,462,351.409226
-3.430425,21,353.085474
-186.429012,199,368.043568
-457.943451,282,389.597389
289.6176,208,405.41124
-8.940115,14,406.534201
-78.106208,51,410.453891
-164.52788,235,428.478899
-16.766025,4,428.881198
-157.150629,314,452.403306
-22.528559,1,452.580617
-317.199828,205,468.471451
-188.053153,170,481.344541
-237.088883,341,507.41405
-22.8353,2,507.676786
-386.873994,211,523.459843
-32.640277,5,523.933663
-348.027092,329,548.944281
-15.960512,5,549.440449
-21.418006,1,549.619746
-219.855336,281,570.636671
-104.598979,249,589.810964
-332.66603,239,607.685979
-271.82852,180,621.784841
-442.179362,454,655.63264
-152.81227,234,673.709797
2.651725,209,689.388057
-181.77292,329,714.425495
-17.93751,8,715.130264
452.744929,259,734.501237
-7.80404,15,735.72254
1139.254718,311,759.459208
-354.755348,222,776.756104
44.615017,260,796.661489
-197.722961,223,813.540689
93.529994,267,834.132467
477.773021,340,860.09569
-138.084814,177,873.42025
-14.332081,7,874.039096
-391.619568,500,912.133389
-92.104657,236,930.019827
-129.092538,500,968.156337
-14.341063,7,968.778661
194.242864,500,1006.899774
192.743425,74,1013.184588
-331.791865,452,1047.217145
-14.329472,7,1047.834502
-10.325662,40,1051.485991
-36.579893,69,1056.746182
245.829634,500,1094.884183
-22.528559,1,1095.064473
2012.267322,407,1125.804631
-12.651346,9,1126.581913
-28.947529,7,1127.216156
