0.5000576657901652,0.500097233769509
0.4875578315441502,0.500074865998454
0.47505829152082174,0.5000567764898818
0.46255904342190773,0.5000425742377735
0.4500599238420388,0.5000317129427171
0.43756079434537376,0.500023590548308
0.4250615719418296,0.5000176232732899
0.412562221516386,0.5000132888674939
0.40006273937854386,0.5000101474156108
0.3875631386804009,0.500007846734837
0.37506343917675067,0.5000061179611276
0.36256366079485247,0.5000047656091142
0.35006382064929026,0.5000036550555774
0.33756393261955836,0.5000026994177575
0.32506400790836765,0.5000018472454202
0.31256405576256235,0.5000010718364613
0.3000640838028835,0.5000003626552777
0.287564098218524,0.49999971884931593
0.27506410403123965,0.4999991446218895
0.2625641052717547,0.49999864629574514
0.2500641052990494,0.4999982307190133
0.23756410725129526,0.499997904669911
0.22506411452241942,0.4999976749716317
0.21256413118391013,0.4999975490515322
0.20006416224117182,0.4999975357080928
0.18756421372438054,0.4999976459113193
0.17506429285734115,0.49999789348205287
0.1625644081529797,0.4999982954304552
0.15006456953674602,0.4999988718400839
0.13756478900488078,0.49999964519021345
0.12506508128463817,0.5000006388557413
0.11256546385757818,0.5000018746052878
0.10006595505597894,0.5000033688975087
0.0875665691680438,0.500005127795108
0.07506730836710601,0.5000071402881758
0.06256815074381812,0.500009369735652
0.050069035124996296,0.5000117431530094
0.037569848580057706,0.5000141381280436
0.025070418406101313,0.5000163487103335
0.012570666146275116,0.5000181638932071
0.5000576657901652,0.500097233769509
0.0025706832326666505,0.5000191494816076
0.3851235,0.62295963
0.3814051,0.6110257
0.37762426,0.5991115
0.37442402,0.58712206
0.37146153,0.57510436
0.36835227,0.56306278
0.36473339,0.55110893
0.36028122,0.53942869
0.35471648,0.52823589
0.34782889,0.51780463
0.33950999,0.50847482
0.32978254,0.50062455
0.31881624,0.49462538
0.3069197,0.4907884
0.29450689,0.48931455
0.28204284,0.49026189
0.26997991,0.49353841
0.25869838,0.49892145
0.24846328,0.5060973
0.23940373,0.51470976
0.23151397,0.52440521
0.22467046,0.53486544
0.21865694,0.54582389
0.21319097,0.55706547
0.20794816,0.56841285
0.20258348,0.57970312
0.19675186,0.59075944
0.19013177,0.60136248
0.18245518,0.61122756
0.17354518,0.61999465
0.16335832,0.62723881
0.15202264,0.63250682
0.13985739,0.63538024
0.12735879,0.63555267
0.11514331,0.63290088
0.10386768,0.62753231
0.09413523,0.61979268
0.08634896,0.61016665
0.08063725,0.59914027
0.07679553,0.58724649
0.3851235,0.62295963
0.07386669,0.57768502
