#{"t_start": 1716371094.525459, "env_id": "manipulator_mujoco/UR5eEnv-v1"}
r,l,t
-21.284917,1,1.6905
-16.760875,4,2.053501
-191.236774,136,11.7565
-12.696478,9,12.485499
-30.109616,4,12.838999
-88.916914,126,22.083498
-31.345818,8,22.738498
56.850427,110,30.821998
-17.581378,3,31.100997
-85.536019,26,33.059997
-134.696567,46,36.495997
-7.228079,16,37.730997
-29.89123,7,38.316497
-21.284969,1,38.454997
-16.783476,4,38.814997
-51.137764,22,40.461997
-54.078762,29,42.663997
-18.394233,2,42.873997
-25.661301,4,43.230497
-42.718985,9,43.939497
-21.418397,1,44.084497
-12.540194,17,45.443497
-13.576499,8,46.130497
-19.868931,23,47.922996
-58.401424,29,50.163496
-34.198796,11,51.051497
-53.496234,24,52.887996
-16.800544,4,53.243496
-16.828221,4,53.605496
-50.327656,12,54.547496
-85.438872,107,62.418995
-12.281498,92,69.116495
-21.417241,1,69.252995
-62.372667,30,71.433995
142.687995,99,78.722994
-15.937011,5,79.173494
-28.521642,6,79.676495
-15.195492,6,80.204494
-22.567874,2,80.419494
-6.727106,16,81.642994
-11.95885,10,82.433494
-51.918663,23,84.159997
-31.643078,9,84.865994
-34.867986,28,86.981497
-30.25606,8,87.635997
-29.876267,7,88.197493
-30.113013,4,88.552997
-95.873453,60,92.899493
-22.835787,2,93.110993
-27.091769,5,93.566993
-155.673583,70,98.839493
-31.47699,9,99.550492
-110.709823,116,108.160992
-16.75563,4,108.527992
-50.820028,22,110.252992
241.098503,180,123.994991
-5.989589,17,125.265991
-116.503845,125,134.408989
-13.52093,8,135.05649
-14.354454,7,135.64249
-39.477305,14,136.75899
-15.9838,5,137.206493
-12.86829,9,137.92349
-32.790234,10,138.71349
-259.392019,500,175.264487
-127.688193,179,188.170986
-645.638371,364,214.520984
-32.651553,9,215.239484
-21.285188,1,215.376984
-694.563442,439,247.614481
-31.63539,69,252.690481
-8.405101,25,254.585981
-523.472225,256,273.25098
-21.417987,1,273.38548
-24.207101,3,273.666483
-5.128522,21,275.23998
-7.647277,15,276.38448
-5.441386,20,277.901483
8.446042,35,280.579979
-322.254457,500,317.094476
-105.478479,115,325.484476
-32.636738,5,325.923476
-99.106074,65,330.687479
-188.630602,240,348.803974
-9.377306,13,349.826974
-27.582714,3,350.106474
-52.444829,25,351.926974
-249.544558,342,376.812972
316.444456,157,388.390471
-174.401178,240,405.84247
-199.733584,255,424.524299
-21.417859,1,424.658298
-21.417531,1,424.792299
-35.46551,12,425.730299
-22.528337,1,425.870799
-18.612742,35,429.090798
-25.65184,4,429.436798
-265.00668,500,466.296296
99.218282,103,473.887795
-55.898587,205,489.005794
-280.685405,429,520.373291
-324.126124,280,540.77129
245.481409,85,547.026789
-123.783775,245,564.825791
-68.071953,19,566.309788
-24.238832,3,566.593788
-16.0183,5,567.029288
-13.511288,8,567.671788
-4.708221,19,569.107288
-348.844615,345,594.613286
-108.7845,500,631.085283
-37.692664,7,631.657283
-114.202851,292,652.954282
-37.667818,36,655.628784
54.83981,276,675.814283
100.218265,323,699.607278
-37.751225,7,700.186779
-260.467966,222,716.461277
-327.599355,500,752.974704
-21.418144,1,753.119201
-289.13926,500,789.393198
-291.763197,202,804.554697
-60.512695,29,806.759197
227.605379,266,826.272696
-73.453371,69,831.373695
-117.240519,59,835.742195
-71.707213,60,840.163195
-143.395822,145,850.739694
-48.212385,21,852.381194
-14.325043,7,852.968694
-70.181741,500,889.405191
-95.505407,187,903.00069
-5.865936,30,905.24719
-432.1429,500,942.054687
-372.083702,225,958.381686
-168.071799,339,983.046684
9.001451,36,985.755184
-112.392674,55,989.871683
-151.930415,186,1003.409682
-271.462983,144,1013.930182
64.800781,182,1027.581681
-19.201583,1,1027.716681
-125.852982,78,1033.35518
203.742446,84,1039.609183
-16.754547,4,1039.96018
-20.910095,36,1042.61918
-190.499256,114,1050.975179
-179.484522,243,1068.594178
-187.073513,135,1078.487177
138.544167,39,1081.32418
313.22836,500,1117.656174
-36.649535,13,1118.690174
-157.259685,249,1137.414173
-7.176582,161,1149.109172
-48.094471,77,1154.850671
-261.473841,198,1169.28567
-32.656209,5,1169.70817
-122.852536,49,1173.37117
-16.807433,4,1173.73667
27.567604,60,1178.14817
-357.343536,500,1214.40267
-303.495877,441,1247.091165
-206.457628,101,1254.475664
-17.624698,33,1256.902664
-64.91091,33,1259.354163
-68.347491,33,1261.835663
-65.876041,34,1264.372663
-19.919225,33,1266.863166
-17.758636,33,1269.319166
-64.645968,33,1271.829163
-135.127658,59,1276.180662
-19.057004,34,1278.718662
-16.905614,34,1281.245662
-18.962166,34,1283.820662
-69.914961,34,1286.368665
-18.302504,35,1289.010661
-126.689697,49,1292.618161
-64.675779,33,1295.089161
-64.661156,33,1297.534664
-66.090289,34,1300.076164
-71.591325,35,1302.70966
-64.576064,33,1305.09566
-19.038836,34,1307.59766
-68.697341,33,1310.06516
-17.637747,33,1312.47016
-16.821062,34,1315.036659
-69.965452,34,1317.570159
-138.00519,62,1322.115162
-68.250527,33,1324.563159
-19.229706,34,1327.093158
-68.516844,33,1329.562158
-218.737483,99,1336.780658
-119.646887,47,1340.239658
-69.989955,34,1342.777657
-19.778611,33,1345.241157
-196.075574,99,1352.486657
-64.748101,33,1354.970156
-69.979517,34,1357.510156
-123.778804,49,1361.598156
-69.89335,34,1364.078656
-67.482286,35,1366.608657
-45.327088,10,1367.381659
-19.088824,34,1369.911655
-66.009622,34,1372.422155
-47.859493,11,1373.292155
-16.914368,34,1375.839655
-69.874601,34,1378.347155
-66.052504,34,1380.876654
-17.749776,33,1383.338157
-17.716429,33,1385.777654
-18.990231,34,1388.331654
-47.85993,11,1389.205654
-19.121858,34,1391.725654
-18.347144,35,1394.365653
-16.892018,34,1396.989657
-17.78648,33,1399.473653
-18.334374,35,1402.105653
-16.852711,34,1404.723653
-19.813638,33,1407.192153
-47.859714,11,1408.047153
-45.319573,10,1408.836656
-47.860268,11,1409.701153
-45.319573,10,1410.482152
-16.962657,34,1413.064652
-18.410562,35,1415.683152
-17.039435,34,1418.156152
-67.510667,35,1420.743152
-47.858464,11,1421.605654
-47.859206,11,1422.443151
-19.655559,33,1424.872151
-69.955335,34,1427.396651
-19.798818,33,1429.830651
-20.599484,35,1432.427154
-19.11602,34,1434.98065
-17.030085,34,1437.57515
-65.940249,34,1440.10465
-65.917459,34,1442.68115
-19.813297,33,1445.14965
-19.799854,33,1447.64615
-19.075154,34,1450.16615
-68.457991,33,1452.564652
-47.860009,11,1453.418649
-17.10781,34,1455.986649
-67.531583,35,1458.611649
-21.280907,34,1461.145648
-63.026399,32,1463.514148
-19.798818,33,1465.974148
-64.6252,33,1468.480652
-64.455352,33,1470.918151
-18.260868,35,1473.520648
-19.148356,34,1476.694148
-17.311873,36,1479.327647
-19.330857,36,1482.013647
-71.12824,35,1484.683647
-15.955822,35,1487.257647
-103.183485,33,1489.724147
-105.699828,34,1492.285146
-17.452691,33,1494.784146
-65.054449,35,1497.378646
-20.232291,35,1499.980646
-72.561184,36,1502.657146
-67.304209,35,1505.252645
-98.189642,31,1507.572145
-16.81656,34,1510.137145
-67.914442,33,1512.573645
-105.73657,34,1515.104645
-100.649461,32,1517.537644
-16.536815,34,1520.045645
-15.932789,35,1522.650144
-108.182426,35,1525.280644
-18.032684,35,1527.901644
-65.665833,34,1530.373143
-108.194556,35,1532.987643
-103.280258,33,1535.376643
-95.734051,30,1537.589646
-98.18888,31,1539.891643
-52.159225,33,1542.329643
-72.546998,36,1545.017642
-69.367017,34,1547.558146
-69.340341,34,1550.082642
-103.255573,33,1552.554142
-68.154261,33,1555.102142
-65.510292,34,1557.631641
-70.756646,35,1560.294253
-69.278167,34,1562.871641
-69.386261,34,1565.412141
-103.178189,33,1567.804141
-15.918188,35,1570.370141
-66.332205,36,1573.05714
-103.263865,33,1575.50614
-15.820011,35,1578.10814
-69.325667,34,1580.64564
-69.228535,34,1583.15664
-68.631211,36,1585.809639
-15.987447,35,1588.477639
-46.036965,28,1590.896139
-65.431034,18,1592.238139
-37.690115,7,1592.798139
-10.184963,12,1593.743639
-25.655665,4,1594.091139
-24.251546,3,1594.386142
-22.829124,2,1594.597639
-17.576853,3,1594.879139
-15.955579,5,1595.306639
-13.58444,8,1595.946639
-32.74598,9,1596.675639
-19.201709,1,1596.812139
-11.143334,11,1597.679138
-40.356808,16,1598.880138
-13.609131,8,1599.540138
-21.285539,1,1599.676138
-28.981424,7,1600.246138
-24.242556,3,1600.523139
-16.768534,4,1600.883138
-22.528168,1,1601.018138
-100.837619,32,1603.387638
-18.402765,2,1603.602638
-21.285539,1,1603.738638
-35.555293,11,1604.609638
-17.603648,3,1604.886138
-3.53069,25,1606.766638
-19.201691,1,1606.902638
-28.47683,6,1607.399138
-14.329495,7,1607.992638
-60.427259,16,1609.208641
-15.140974,6,1609.703638
-37.690063,7,1610.288641
-25.655014,4,1610.639138
-21.417878,1,1610.780638
-12.675885,9,1611.510638
-10.774355,22,1613.154137
-42.764893,9,1613.862138
-43.967407,17,1615.18014
-10.98224,11,1616.033637
-32.655514,5,1616.470137
-35.177473,6,1616.967637
-34.103768,10,1617.74664
-27.08241,5,1618.176137
-22.564304,2,1618.389137
-27.080944,5,1618.813137
-6.844666,16,1620.052137
-22.528291,1,1620.187137
-22.569508,2,1620.394137
-27.69546,6,1620.88964
-21.285269,1,1621.025137
-67.934082,19,1622.453637
-13.520009,8,1623.09564
-22.835246,2,1623.30614
-85.591516,26,1625.256637
-17.573618,3,1625.533637
-6.849454,16,1626.747136
-103.431399,33,1629.214636
-22.570273,2,1629.424136
-75.494584,22,1631.134136
-33.084316,15,1632.293136
-14.404249,7,1632.863636
-16.767033,4,1633.215136
-12.650375,9,1633.934136
-105.913821,34,1636.468636
-41.137921,15,1637.608135
-19.193179,1,1637.745636
-22.834763,2,1637.960635
-19.193163,1,1638.095136
-27.068778,5,1638.533635
-17.603524,3,1638.834639
-34.856922,18,1640.226636
-15.145312,6,1640.714635
-67.967963,19,1642.138638
-28.986233,7,1642.714135
-5.535319,18,1644.107135
-26.41499,5,1644.526635
-21.285269,1,1644.662135
-26.422554,5,1645.116635
-34.161233,10,1645.891635
-18.402432,2,1646.097135
-25.667165,4,1646.448635
-37.715134,7,1647.008635
-21.285539,1,1647.142138
-37.692015,7,1647.699135
-37.709901,7,1648.260135
-21.418131,1,1648.395635
-98.407879,31,1650.734135
-34.118338,10,1651.506635
-19.193179,1,1651.641135
-19.193212,1,1651.777634
-12.670449,9,1652.504135
-18.402235,2,1652.714635
-17.576164,3,1653.000634
-12.785156,9,1653.719635
-35.154723,6,1654.216634
-5.221386,28,1656.307134
-34.124304,10,1657.099634
-49.548516,23,1658.820134
-40.372538,16,1660.035134
-15.957991,5,1660.458637
-19.459824,33,1662.925134
-16.765081,4,1663.285134
-9.384067,13,1664.282634
-29.889621,7,1664.848134
-35.333669,12,1665.792134
-18.402361,2,1665.999137
-100.927338,32,1668.383633
-21.285539,1,1668.519133
-31.301812,8,1669.191633
-31.508107,9,1669.899633
-95.889736,30,1672.154202
-25.055222,2,1672.360133
-11.540403,31,1674.690136
-17.603595,3,1674.991633
-34.085788,11,1675.841633
-25.667707,4,1676.195633
-18.3969,2,1676.406633
-19.201709,1,1676.541133
-27.08114,5,1676.965133
-62.933556,17,1678.257133
-21.285539,1,1678.394132
-22.56438,2,1678.602633
-22.564311,2,1678.810133
-108.481327,35,1681.447134
-21.417895,1,1681.580632
-25.137646,4,1681.927132
-16.792283,4,1682.274632
-19.201601,1,1682.408132
-15.13639,6,1682.894632
-26.418353,5,1683.312132
-27.698409,6,1683.802632
-17.577832,3,1684.079635
-90.623259,28,1686.174132
-16.769076,4,1686.527632
-42.754562,9,1687.237632
-85.564949,26,1689.176635
-1.700046,22,1690.849632
-15.139545,6,1691.358132
-25.056256,2,1691.575132
-52.676715,23,1693.289635
-34.078689,11,1694.160131
-16.004848,5,1694.585135
-21.285401,1,1694.724132
-21.418131,1,1694.859131
-21.417881,1,1694.995631
-21.41789,1,1695.132132
-22.834779,2,1695.339631
-106.117285,34,1697.884131
-15.959153,5,1698.306631
-25.654084,4,1698.691131
-45.295826,10,1699.474631
-52.85455,13,1700.479631
-19.193179,1,1700.630631
-18.402749,2,1700.841131
-16.803445,4,1701.190134
-17.577602,3,1701.468134
-6.081845,17,1702.718631
-22.863144,29,1704.89163
-16.005553,5,1705.326631
-31.291869,8,1705.965631
-73.002339,21,1707.57413
-22.528168,1,1707.70913
