#{"t_start": 1716200643.0775297, "env_id": "manipulator_mujoco/UR5eEnv-v2"}
r,l,t
-21.284918,1,1.668302
-16.737752,4,2.030868
-459.53858,491,39.141266
-19.192972,1,39.324535
-30.119323,4,39.778489
47.438356,57,44.309574
-32.711642,9,45.139999
-19.193058,1,45.32625
-12.552537,17,46.843565
-62.969895,17,48.2685
-42.692771,9,49.070119
-0.594343,24,51.013573
-34.152115,10,51.908069
-34.036472,11,52.845279
-0.710288,24,54.859756
-25.667559,4,55.270002
-25.14219,4,55.683726
-113.632573,119,64.841256
-139.342818,92,72.003679
-22.528537,1,72.191915
-62.455272,30,74.542635
10.758896,38,77.560876
-12.82118,9,78.367959
-16.751245,4,78.774729
-16.025842,42,82.189308
-23.842394,3,82.517604
-31.327598,8,83.241744
-15.22225,6,83.816386
-15.200693,6,84.387056
-25.057281,2,84.651779
-6.818939,16,85.971917
-32.804982,10,86.779497
-50.649583,22,88.478591
-34.06284,10,89.292131
0.538728,28,91.448656
-13.554551,8,92.134054
-29.866446,7,92.73502
-16.802228,4,93.10305
-35.363248,60,97.550695
-18.40375,2,97.779162
-16.022621,5,98.222685
-78.602283,69,103.424269
-32.775006,10,104.239795
-29.864211,32,106.714683
-41.270858,16,107.958335
-86.97817,53,111.931664
-70.827161,20,113.487222
-49.392123,21,115.167941
-181.289354,192,129.492786
-27.07202,5,129.934322
-313.957371,178,143.154582
-107.515282,130,152.817718
-48.999788,22,154.522277
-15.170504,6,155.045266
-318.313602,365,183.007073
-19.201617,1,183.149617
-15.854016,36,185.820687
-10.08501,20,187.373762
-13.606209,8,188.007509
-9.073923,16,189.269537
-55.468993,14,190.357236
-7.713699,15,191.545261
8.034285,75,197.148649
-28.962029,7,197.721305
-21.285154,1,197.867325
-42.339379,79,203.698682
-548.367326,367,230.537527
38.182304,53,234.49099
-29.058317,15,235.688452
-96.630494,31,238.025763
-237.927486,233,254.989395
-248.45515,339,279.748699
-15.973154,5,280.183779
-18.378004,2,280.397346
-19.193172,1,280.537405
-21.417385,1,280.674485
-19.202033,1,280.811071
-22.813463,2,281.019671
-21.284963,1,281.159728
-3.148323,21,282.784819
-57.923148,15,283.936092
-3.477599,20,285.466817
-107.949513,35,288.075308
-238.047071,243,305.954295
207.099615,500,343.849923
-22.994244,20,345.345881
-65.595264,33,347.823252
-150.876774,276,368.113555
-25.075057,4,368.476121
-12.448928,97,375.603283
-68.164681,19,377.046592
-19.201408,1,377.199068
-211.36142,256,396.091752
311.214697,500,432.735284
-34.980031,26,434.679732
