#{"t_start": 1716347287.5390413, "env_id": "manipulator_mujoco/UR5eEnv-v2"}
r,l,t
-21.284918,1,1.5605
-16.749803,4,1.9085
-180.943814,131,11.392499
-16.748998,4,11.768999
-22.528395,1,11.910999
-12.739334,9,12.663498
-25.652553,4,13.016499
33.017532,35,15.810002
-18.38427,2,16.014998
-193.073248,85,22.397498
-27.585068,3,22.684998
-19.201831,1,22.825
-31.225119,8,23.486501
46.054533,110,31.341998
-17.609062,3,31.623498
-56.036706,26,33.597998
-69.902759,47,37.095997
-10.799934,14,38.182497
-21.417962,1,38.317997
-37.716287,7,38.910496
-21.417697,1,39.051497
-16.754986,4,39.442497
-7.062913,21,41.049997
-1.613349,30,43.329497
-22.555679,2,43.540997
-25.120489,4,43.890997
-32.770631,9,44.605497
-19.201953,1,44.752997
-5.795486,17,46.099496
-103.554003,33,48.657996
-8.3786,17,49.993999
-26.557576,10,50.795496
-35.315956,11,51.675996
-53.322198,24,53.508996
-16.774978,4,53.874496
-16.773012,4,54.231996
-200.333605,215,69.981998
-19.024401,27,72.017494
-120.094097,99,79.415494
-15.94771,5,79.845994
-15.233916,6,80.371994
-28.500265,6,80.871994
-22.567736,2,81.090994
-6.704862,16,82.314494
-32.810953,10,83.098994
-52.127069,23,84.873994
-42.676448,9,85.576993
-57.335927,26,87.514493
-22.832435,2,87.722494
-31.311534,8,88.374493
-37.692454,7,88.945493
-25.139702,4,89.307492
-90.177098,60,93.858493
-18.387142,2,94.073993
-27.08448,5,94.523493
-64.502047,69,99.691996
-11.949593,10,100.494493
-106.538078,115,108.872492
-32.650589,5,109.318492
-2.206255,22,111.010492
-121.739137,193,125.816491
-16.760686,4,126.179491
-168.775866,500,162.885988
-116.151429,210,178.281486
-1.33283,23,180.037986
-55.636237,25,181.862986
-13.502609,8,182.511986
-7.03083,16,183.758986
-37.772242,14,184.836986
-7.855415,15,185.995986
33.217725,75,191.463985
-37.733038,7,192.047485
-21.417994,1,192.180985
-41.680306,66,196.988985
-52.853956,13,198.041985
-248.327466,500,235.062482
-81.823348,123,243.945981
-212.16321,363,270.468479
-22.528212,1,270.60798
-21.418034,1,270.748479
-34.069927,10,271.549979
-175.193424,167,283.686479
-67.795823,216,299.403078
-19.193453,1,299.541477
-19.193168,1,299.680977
-240.247939,253,318.025976
-93.256276,191,331.917975
-370.197976,153,343.003974
-276.508782,500,380.002971
57.769466,116,388.455971
-47.72783,11,389.340971
-37.117939,219,405.49147
-10.982178,11,406.385469
-16.796768,4,406.731469
-76.896214,57,410.808969
-268.97644,359,436.802468
-42.801115,16,438.014467
-86.031075,45,441.436467
-21.285052,1,441.583467
-72.843451,21,443.156467
-55.327729,88,449.545966
-28.487946,6,450.043466
-19.193374,1,450.178466
-86.22594,58,454.514466
-195.208639,216,470.909464
-136.430093,116,479.338964
-22.835212,2,479.553964
-211.52948,442,511.840962
-157.676673,56,516.133461
-142.30684,258,535.14196
-44.425401,18,536.51096
-166.417401,58,540.790959
-21.417373,1,540.92946
-13.397825,8,541.56896
-35.439534,153,552.833958
-19.201819,1,552.972959
-22.561903,2,553.186958
-6.959383,101,560.715958
371.019886,96,567.716957
-25.644901,4,568.067957
-32.660542,5,568.492958
1.962238,27,570.530457
-90.893227,180,584.135457
-8.758126,14,585.208456
-22.528407,1,585.343456
-109.154091,223,601.880955
529.749774,199,616.452454
-17.576295,3,616.729954
14.571638,76,622.304453
130.367833,42,625.479953
-19.193345,1,625.616953
-19.201556,1,625.759953
-130.024801,125,634.959953
-140.67849,269,654.518451
-135.76886,46,657.930951
-125.012489,156,669.47595
-32.635047,5,669.89445
-121.346653,44,673.155949
-6.992801,16,674.411449
160.274548,218,690.563449
-81.835904,130,700.016948
-25.13884,4,700.373948
-99.793336,217,716.164446
-25.139955,4,716.515446
-212.234816,313,739.292945
-47.953647,20,740.850445
-117.075028,93,747.709944
-145.920425,57,751.856944
-207.428356,283,772.439442
-35.290104,12,773.380942
-30.246326,8,774.020942
-0.352407,42,777.123442
-57.924976,15,778.272942
-62.890465,17,779.611942
-27.585303,3,779.903442
-30.111497,4,780.265942
-114.192131,133,789.866441
4.494763,112,798.586441
-72.885998,215,814.09694
180.264683,106,821.909938
-68.167597,36,824.586439
-13.408978,8,825.224438
28.126179,124,834.270438
-16.764762,4,834.619938
-40.162954,129,843.976937
-63.006895,39,846.852937
-226.888362,91,853.480936
-21.719022,19,854.923936
-17.579838,3,855.206436
-14.316048,7,855.813436
464.727613,154,867.196435
301.802751,182,880.356434
-10.144804,12,881.261434
-20.833018,117,889.796934
-45.309836,10,890.609934
251.948135,73,895.952433
-32.641001,5,896.383433
5.740455,92,903.080932
67.351604,105,910.807432
-57.461535,27,913.305432
-156.236556,57,917.461432
11.855832,114,925.893431
22.557409,27,927.927431
-22.528454,1,928.062431
-101.757374,97,935.17493
-30.12411,4,935.530431
491.381377,157,946.968929
-32.623313,9,947.68893
64.085866,76,953.285429
123.181178,112,961.510928
-25.991758,11,962.358929
-199.867487,255,980.937927
-22.52842,1,981.073427
-30.110835,4,981.452427
-94.071855,115,989.837426
-35.173118,6,990.358926
-80.288951,24,992.145926
-216.796309,94,998.988426
-18.394133,2,999.201926
-173.423946,244,1016.950924
-12.852456,9,1017.652424
-151.386986,118,1026.734423
-19.201685,1,1026.868923
-21.417733,1,1027.004924
26.040879,116,1035.512923
-99.795285,135,1045.279922
-26.351158,5,1045.703422
-57.883573,15,1046.861422
11.766012,137,1056.942421
-147.096761,63,1061.670421
135.557442,112,1069.81692
218.140406,126,1078.99542
-2.789558,41,1081.957419
-13.793207,97,1089.020419
-157.215727,55,1093.069418
85.419986,75,1098.543918
-42.792182,9,1099.293418
-253.212346,253,1117.789917
-35.178565,6,1118.317917
-17.095807,91,1125.127417
-74.774223,150,1136.033915
-10.329431,12,1136.957415
-15.105892,6,1137.451915
-13.544538,16,1139.270415
61.511135,53,1143.100415
49.057879,157,1154.643414
-174.938104,68,1159.651414
-32.645909,5,1160.101414
-174.10729,103,1167.660913
357.090286,136,1177.817912
-11.876072,10,1178.594413
-27.707957,6,1179.086912
492.990379,226,1195.662411
-133.829672,68,1200.618911
-31.532696,9,1201.332411
-29.44329,9,1202.076911
-146.331273,160,1213.59041
280.726905,98,1220.754409
-47.771579,11,1221.598409
-33.185341,45,1224.934409
-12.448318,17,1226.235909
-165.921537,61,1230.729908
21.154928,69,1235.850908
-19.193232,1,1235.987408
-29.737689,118,1244.571408
174.911153,115,1253.501407
-32.895447,10,1254.283907
-49.329909,107,1262.204906
-102.006525,76,1267.793408
-62.518848,31,1270.170405
152.319714,169,1282.566905
-55.355742,14,1283.636404
131.736098,132,1293.480904
28.228231,353,1319.320402
-22.479866,15,1320.472902
-57.72863,15,1321.617402
-38.073385,14,1322.684901
-20.215993,23,1324.399902
-73.099995,21,1326.027402
374.648984,166,1338.120901
-48.935177,194,1352.390399
-146.622643,151,1363.394899
-39.29785,38,1366.755898
-13.556345,70,1371.809398
-66.166441,67,1376.750398
175.648616,75,1382.222397
-30.03014,11,1383.100397
-60.001876,16,1384.362897
-85.635692,26,1386.313397
-13.597208,8,1386.955397
183.856808,96,1394.050396
-66.530661,42,1397.223896
328.383418,207,1412.435895
-10.646602,66,1417.275395
-2.838426,37,1420.006394
101.706505,221,1436.265893
-111.846764,194,1450.435392
28.736585,95,1457.340391
-10.995709,11,1458.210391
-42.729811,9,1458.946892
-152.086347,53,1462.966391
34.057811,31,1465.285891
-21.148131,22,1466.965391
-67.479415,98,1474.091891
-19.193226,1,1474.22639
-61.067302,30,1476.50039
-52.739439,27,1478.45739
220.661086,98,1486.15139
-74.884891,88,1492.618389
-59.178227,45,1495.955389
-18.201281,10,1496.726389
-29.027501,7,1497.306389
-46.108199,34,1499.835889
-27.586418,6,1500.353889
29.04054,30,1502.628388
-170.184645,250,1520.929887
-72.742664,50,1524.708887
-201.908998,221,1541.019386
-75.835239,43,1544.232885
97.835571,205,1559.112884
-47.831785,257,1577.636383
-27.587344,3,1577.913383
-57.810457,15,1579.050383
-63.573328,36,1581.889382
14.241763,101,1589.243882
-47.781445,11,1590.118382
-25.056503,2,1590.349882
-9.455859,13,1591.362382
-50.562461,22,1593.645382
-30.130896,4,1593.989382
-72.816133,21,1595.531381
71.768234,100,1602.916381
-88.935435,51,1606.741881
345.514025,196,1621.151879
-370.673465,337,1645.748378
10.29243,93,1652.663877
33.845738,135,1662.541377
22.145403,125,1671.728876
-29.935103,7,1672.308376
-26.285563,74,1677.622876
361.436166,134,1687.447375
-18.239979,35,1690.059874
