#{"t_start": 1716272502.3221898, "env_id": "manipulator_mujoco/UR5eEnv-v2"}
r,l,t
-21.284918,1,1.628075
-16.747718,4,1.974745
-182.899659,131,11.349815
-16.768359,4,11.712878
-22.528347,1,11.850454
-12.8379,9,12.558704
-25.655351,4,12.912823
33.071273,35,15.524791
-18.383616,2,15.730907
-188.72829,85,21.973504
-27.585035,3,22.251637
-19.201831,1,22.390707
-31.291041,8,23.025443
58.577763,110,30.913495
-17.609064,3,31.195601
-122.6561,73,36.529795
-37.956474,14,37.593158
-19.193254,1,37.731231
-29.892596,7,38.323754
-22.528437,1,38.46282
-25.649301,4,38.813466
-7.898956,23,40.559248
2.811266,28,42.682496
-18.395589,2,42.910465
-25.123548,4,43.268065
-31.600412,9,44.002138
-21.418398,1,44.150144
-5.757407,17,45.440486
-0.719988,32,47.845344
-65.184084,18,49.260839
-11.924614,10,50.042595
-64.178691,34,52.533869
-21.418339,1,52.671942
-25.663883,4,53.022589
-16.773014,4,53.383168
-10.361389,12,54.34372
-99.208986,107,62.301801
-42.90114,92,69.225328
-21.284339,1,69.365888
-6.127183,30,71.619259
41.996324,99,78.923728
-27.019551,5,79.347384
-27.689137,6,79.839083
-15.174327,6,80.33724
-22.567804,2,80.55031
-70.448365,36,83.192574
-25.057128,2,83.40217
-47.700201,20,84.936865
-58.726892,28,87.073026
-31.313974,8,87.754952
-37.691613,7,88.337041
-25.139545,4,88.684211
-43.229611,60,93.08517
-18.387142,2,93.293273
-27.087414,5,93.726863
-77.319049,70,98.886234
-12.699661,9,99.638183
-95.673016,101,106.965499
-68.296691,19,108.400864
-2.248727,22,110.105422
-207.387176,222,127.564727
-219.410861,243,145.336932
-357.660014,375,172.579071
-9.743621,23,174.289092
-265.015398,325,197.756071
-419.925364,500,236.047542
-232.424663,225,252.266671
-42.712807,9,252.970447
-22.561065,2,253.171597
-279.968699,270,272.805806
-80.771383,24,274.598768
-24.201476,3,274.893788
180.228139,217,290.680818
-330.821396,500,326.87586
-21.284837,1,327.01592
-78.124654,23,328.751275
-67.801564,35,331.354299
-139.605503,304,354.576921
-198.991873,286,375.076814
-30.111866,4,375.426963
-27.718884,6,375.927106
20.43574,183,389.117069
-230.253457,434,420.52872
-67.029914,43,423.656226
-113.073037,65,428.454021
-25.653726,4,428.814601
-149.733908,117,437.291699
-70.907486,45,440.630289
-22.528394,1,440.770349
-180.122756,500,477.968657
-25.136171,4,478.318309
-25.647113,4,478.670446
-42.534158,17,479.970221
-75.388536,22,481.622629
-16.77541,4,481.973276
-34.122156,10,482.757015
-25.057606,2,482.965615
-228.125869,260,501.677015
0.658603,25,503.523123
6.160761,22,505.165102
-16.811503,4,505.526675
-3.178956,41,508.525545
-4.503784,39,511.446438
291.417436,338,535.901783
-87.001354,49,539.584563
-40.178219,8,540.270458
-9.221489,150,551.268137
-16.781208,4,551.619776
-22.833017,2,551.840793
-27.718077,6,552.356332
-91.372517,63,557.022511
-13.465845,8,557.65775
-45.141172,18,559.095596
-136.253184,57,563.282491
-16.779532,4,563.642574
14.907254,41,566.718924
-16.768678,4,567.069077
-32.66879,5,567.49422
-88.034596,27,569.524595
859.302396,333,594.973765
-216.660798,359,620.963808
-30.127837,4,621.322898
16.452168,43,624.540797
-21.284901,1,624.673408
373.584485,408,654.424206
37.08093,32,656.828567
-14.012017,222,672.972204
-168.403238,166,686.402553
-30.111661,4,686.75022
-121.887643,42,689.841966
193.633698,139,700.101102
-179.210027,260,718.754889
-2.94407,47,722.190332
-27.607377,3,722.469952
173.712184,165,734.43017
-19.192826,1,734.568243
38.748495,58,738.831625
-32.887983,10,739.639208
24.426957,22,741.293103
62.232448,151,752.225221
-3.127996,245,769.884683
-18.976606,25,771.770525
-36.767203,12,772.696807
-40.219049,8,773.355386
-15.078704,40,776.282737
-18.385999,2,776.505243
-4.243193,14,777.602878
-72.997635,21,779.16638
-30.115404,4,779.520506
91.597684,125,788.546914
60.944957,77,794.147818
-17.100068,244,813.259531
119.617897,183,826.488234
-36.63886,148,837.398002
-71.037687,53,841.231272
129.022971,76,846.786483
-139.513403,101,854.222072
-10.402758,12,855.182625
-28.97239,7,855.758757
-152.381739,127,864.986814
-513.265785,367,891.588257
9.579723,151,902.536762
274.758022,370,930.727533
-165.689077,58,935.005815
26.90558,162,946.850309
-13.652289,8,947.494982
-168.881869,64,952.17159
520.547047,343,976.922451
-25.057099,2,977.132044
-68.18229,165,989.085309
-42.330845,16,990.304127
63.463511,500,1027.881889
-6.304474,52,1031.682378
-125.42796,78,1037.404965
-96.722652,150,1048.37483
-13.484593,8,1049.02447
-73.16686,62,1053.637012
-414.95136,204,1068.684006
-33.765071,176,1081.589876
-25.056911,2,1081.732419
-13.539082,8,1082.391495
-18.401916,2,1082.603075
-4.526043,42,1085.751445
-21.417495,1,1085.891501
-236.428203,108,1093.800413
-81.564749,48,1097.331216
-545.155006,355,1123.159839
-22.838142,2,1123.367942
-433.121424,258,1143.352795
279.385691,500,1179.694851
-112.703233,500,1216.254446
-22.528423,1,1216.398479
-22.528326,1,1216.536552
-153.059328,53,1220.481572
104.726788,57,1224.734027
-14.224568,7,1225.30569
-22.560304,2,1225.518266
-28.994305,7,1226.108799
-260.072892,126,1235.30954
-25.125966,4,1235.672106
-21.285208,1,1235.816142
1397.930223,430,1268.480382
-498.361162,227,1285.057111
579.031723,500,1321.4985
-23.066541,12,1322.447132
-77.660558,44,1325.715196
-194.538012,127,1335.173209
754.074547,400,1364.649352
-11.832525,10,1366.71449
297.772658,175,1379.468876
8.167914,112,1387.710558
-919.874932,500,1424.128104
1422.546258,500,1460.655415
105.662968,156,1472.259027
7.577111,185,1487.252384
13.781663,81,1493.173638
-71.113135,54,1497.269643
-16.063639,10,1498.08219
-92.975231,70,1503.159608
-146.585766,179,1516.362981
-182.716596,113,1524.465099
42.540248,403,1554.171198
872.777369,394,1583.186431
987.293211,271,1604.447716
-674.571866,500,1640.859801
35.140015,376,1668.400933
956.726552,421,1699.443064
400.911965,203,1715.607064
958.743579,233,1732.560763
271.02186,500,1769.262901
-85.776583,268,1788.759034
2726.452735,500,1826.444572
-25.661862,4,1826.790748
-51.700803,62,1831.315377
-153.039676,166,1843.316324
-265.468494,380,1870.944865
-537.248578,401,1900.110592
96.154144,252,1918.660079
-763.725956,500,1956.296944
-628.508494,435,1987.923154
-271.625912,145,1998.31788
1943.57142,391,2027.022203
