#{"t_start": 1716216653.2483387, "env_id": "manipulator_mujoco/UR5eEnv-v2"}
r,l,t
-21.284918,1,1.617145
-16.747013,4,1.968785
-201.575528,149,12.714654
-8.833401,126,21.833444
-40.209583,8,22.47762
-51.088471,110,30.524108
-24.256239,3,30.805225
-13.648726,8,31.451884
-20.199487,18,32.809766
-138.083566,47,36.217889
-55.429216,14,37.276285
-19.201669,1,37.412868
-29.899398,7,37.976088
-21.28497,1,38.114661
-16.784171,4,38.462324
-52.224393,23,40.164895
-22.754124,28,42.276223
-18.387595,2,42.488299
-25.661867,4,42.837456
-42.648119,9,43.551661
-21.418424,1,43.691225
-14.597365,17,44.98057
-6.73679,32,47.328311
-31.369485,27,49.371099
-21.285178,1,49.508675
-34.283701,11,50.378341
-53.538839,24,52.194646
-16.800195,4,52.566152
-16.816024,4,52.917295
-273.675905,128,62.284419
97.727678,48,65.822172
-40.768685,16,67.040497
-24.242999,3,67.324587
-43.243461,17,68.628335
-20.515943,30,70.85191
239.481612,99,78.049099
-27.022133,5,78.479708
-15.230691,6,78.982335
-27.7069,6,79.475028
-18.402247,2,79.687107
4.814042,38,82.542934
-46.450665,19,84.016046
-21.285672,1,84.153623
0.225782,28,86.256011
-30.268518,8,86.93247
-29.89643,7,87.501649
-30.112978,4,87.860242
-97.373354,60,92.203588
-22.835789,2,92.413677
-27.085562,5,92.835844
-145.355844,69,97.886442
-30.696284,10,98.692034
-144.584651,115,106.943646
-15.949335,5,107.392138
-50.925379,22,109.05895
207.846113,183,122.235996
-8.639966,14,123.298862
-203.72877,178,136.478395
-328.982132,153,147.77755
-15.922032,5,148.197233
-165.604559,185,162.778854
-68.15028,138,172.959517
-14.356489,7,173.54608
-76.007848,118,182.013244
-49.43125,155,193.380443
-21.553198,11,194.262522
-205.980187,105,202.138654
-32.85288,129,211.646831
0.791978,37,214.383957
-32.795509,10,215.156273
-91.038101,173,227.944433
-16.773526,4,228.302033
-240.207907,152,239.493412
-26.375022,5,239.919057
-76.501458,142,250.313784
-65.482742,18,251.681102
-149.377154,136,261.619392
-71.471835,109,269.528303
-19.201478,1,269.667867
86.771395,175,282.388977
-90.83005,118,291.019048
-97.418749,148,301.88362
448.154003,195,316.982271
-241.669924,172,329.707851
-147.919878,142,340.111517
-271.948004,184,353.644676
-125.62648,128,362.93184
-115.474318,57,367.133135
-259.372899,159,378.755623
79.653953,128,388.113804
-261.609537,120,397.023994
-414.429211,303,419.080938
-51.533682,218,434.979222
2.485501,174,447.825495
197.678017,243,466.794165
474.223583,232,483.513934
-111.669245,93,490.331671
-216.56411,122,499.255271
18.142372,146,509.982267
86.947238,233,527.008479
224.650462,100,534.284638
-217.684073,80,540.032059
-70.063857,67,544.941607
-55.313186,95,551.844275
-140.794765,54,555.782336
-13.045692,14,556.845201
-17.595794,3,557.13575
-4.891184,19,558.615319
-68.10388,49,562.188336
-19.193348,1,562.326409
-136.165132,51,566.125408
-25.661296,4,566.483505
-32.677189,5,566.917591
-88.245445,27,568.980246
-136.765672,127,578.092083
-26.126359,88,584.584006
-25.334512,143,594.882875
-153.124565,77,600.650659
-177.167802,171,613.989125
-18.396191,2,614.196235
-402.817127,275,634.194994
-25.016164,174,646.792435
94.3454,91,653.333031
63.737035,164,665.132329
128.263523,137,674.915659
226.479413,204,689.42725
-5.160605,130,698.922017
-23.854592,3,699.198164
-225.546587,240,716.259639
-33.410194,196,730.354528
-89.491426,80,736.324458
-146.140896,181,749.433958
-21.417629,1,749.573521
-21.285126,1,749.711097
-233.348864,173,763.299884
-102.783295,94,770.157353
-81.67792,199,784.530375
-308.998474,125,793.537416
234.367345,268,813.134868
242.233345,182,826.434595
-319.742707,120,835.156549
21.50122,155,846.631027
-42.132846,59,850.978842
-29.809677,7,851.548022
-409.232762,298,873.321866
-221.829729,213,888.74484
-151.152084,122,897.635167
-42.214994,216,914.29881
91.924356,177,926.931514
217.326669,157,938.431321
216.033304,56,942.646527
-30.121769,4,942.9937
44.551162,103,950.546499
-87.755334,164,962.632373
-58.935596,98,969.921446
72.501178,96,977.012348
69.78877,149,988.145617
-113.137011,179,1001.513883
-239.358556,282,1022.102681
-25.056365,2,1022.308301
-20.027236,243,1039.968756
-315.575323,198,1054.514121
-260.505826,151,1066.519038
-83.564636,163,1078.354096
-86.95582,97,1085.401789
156.623463,184,1098.689098
55.615705,102,1106.133131
-194.333318,100,1113.615406
-48.045616,21,1115.225101
4.809909,183,1128.71654
4.816068,62,1133.323122
-19.111369,130,1142.792556
-94.536519,118,1151.53984
-107.21027,117,1160.047235
-97.276387,111,1168.190573
