#{"t_start": 1716118417.7139666, "env_id": "manipulator_mujoco/UR5eEnv-v1"}
r,l,t
-107.884623,83,5.935161
-31.337759,8,6.56394
-140.267267,82,12.295467
-133.568384,96,19.014863
-135.936589,78,24.474714
-392.039386,500,59.075658
-60.495061,29,61.17355
-55.819792,25,62.976937
-199.815468,127,71.877456
-77.60197,41,74.795245
-369.014818,500,109.516556
-21.418139,1,109.692379
-423.489371,298,130.951177
-42.481774,16,132.201783
-97.929915,54,136.144812
-22.835972,2,136.387682
-125.072479,92,146.007007
-129.889775,115,156.035186
-38.91696,62,161.177053
-66.309983,62,166.515973
-33.46911,62,172.00787
-33.999009,61,177.365904
-32.677701,65,183.093742
-27.183311,54,187.96544
-39.053035,58,193.184685
-32.18406,65,198.782083
-25.986717,60,203.970438
-59.376311,62,209.470519
-21.905048,62,214.941183
-30.657852,66,220.718899
-23.321473,57,225.830946
11.33812,65,231.456152
-34.156268,61,236.852928
-22.822821,56,241.886397
-25.672322,65,247.630892
3.094324,64,253.259785
1.252438,68,259.162314
-37.117105,61,264.436251
-30.635273,64,270.100342
10.381828,65,275.739725
-25.50103,64,281.688792
0.501866,66,287.290193
-37.551995,63,292.579853
-31.081465,64,298.104387
-30.928933,59,303.223028
-34.325409,64,308.800432
-23.465459,63,314.366076
-33.156775,65,319.959677
1.138031,67,325.839686
-30.739433,61,330.896665
-47.178407,61,336.170266
-38.770345,61,341.568751
-28.181885,64,347.066762
-28.897498,63,352.565563
-27.311007,58,357.773385
-30.284756,67,363.96304
-39.459848,53,368.842679
-28.756571,62,374.153621
-29.210478,64,379.70639
-63.373852,58,384.67228
-31.930808,59,389.824878
-39.147989,57,394.88413
-25.23816,60,400.123413
-28.360861,59,405.14374
-28.375287,59,410.2285
-34.899569,60,415.365566
-82.61302,77,422.103898
-97.116484,89,429.81363
-60.054416,57,434.698049
-51.410056,66,440.261635
-22.717264,59,445.313723
-15.399675,73,451.554631
-39.867279,78,458.329668
-0.280337,70,464.457002
-32.798316,72,470.665226
-22.27354,67,476.544138
-40.668642,83,483.638025
-39.59792,75,489.999624
-27.263255,76,496.407642
-24.363494,72,502.597153
-16.575464,78,509.297104
-11.329822,89,516.907276
-11.551688,77,523.624883
-23.995969,75,530.09362
-5.278257,74,536.368935
-20.12299,80,543.184456
4.284484,78,549.980148
15.275439,76,556.590493
-30.713608,70,562.358813
-39.930886,58,567.397649
-38.289367,58,572.341779
5.889204,57,576.923782
-19.734506,52,581.27998
-12.037764,54,585.622119
-30.019133,52,589.708544
-7.67539,59,594.779649
-3.95594,58,599.821482
13.839972,45,603.630503
2.531288,55,608.375585
-35.654921,52,612.774514
-12.334192,59,617.879916
-13.058176,54,622.461215
3.609905,54,626.988378
-8.423601,49,631.178521
-20.500227,56,635.866278
-36.757173,57,640.187538
1.544741,55,644.709162
2.810218,57,649.641487
-12.08525,49,653.898987
-50.158197,56,658.325325
-10.87737,51,662.645418
-35.237089,60,667.274724
25.961695,53,671.625023
-22.277829,52,675.848032
11.718967,54,680.464198
-8.871499,55,684.874842
-10.954274,52,689.29406
-26.960282,52,693.715883
-28.498212,50,697.877887
-31.327038,54,702.429265
-21.863209,58,707.224976
-19.865134,53,711.592938
-4.880857,57,716.41209
8.774857,50,720.597432
-5.356654,54,725.19665
-28.385518,51,729.611702
-21.699339,54,734.198369
-8.425692,52,738.498035
-24.115925,52,742.915387
-27.387943,55,747.551077
-20.540215,55,752.235172
-22.622618,52,756.641665
-23.535604,56,761.176111
-18.520443,54,765.766502
-19.198453,55,770.527047
-26.363627,53,775.288253
-17.638756,53,779.941763
-23.972068,54,784.571967
-29.451,55,789.316882
-20.789934,62,794.707488
-21.840104,54,799.296078
-32.346572,54,803.995691
-15.528963,51,808.495939
6.273557,45,812.361129
-58.751021,71,818.527557
-17.699396,68,824.445541
-17.896932,54,829.161537
-21.085848,54,833.823264
-36.987352,60,839.015996
-22.864644,64,844.441348
-14.342084,51,848.846682
-16.369143,53,853.420193
9.938973,52,857.939172
-17.102429,64,863.32336
-17.022547,48,867.310277
-16.902891,54,871.989277
3.551189,67,877.367871
-15.855096,51,881.620177
-0.103591,54,886.081051
-1.144353,52,890.403651
-17.576213,54,894.86918
-24.207012,60,899.836082
-25.835729,62,905.030278
-25.489861,63,910.106206
-24.456571,51,914.378349
-16.716146,52,918.887158
-38.69195,58,923.84952
-3.635541,56,928.190936
-8.932747,52,932.690225
1.638255,50,936.63531
-9.999261,58,941.575128
-33.601308,62,946.282032
-31.077591,64,951.628649
-37.363962,64,957.055987
-32.539199,59,961.92878
-53.686912,86,968.966664
-25.89251,47,973.059544
-28.387,47,977.216096
-25.241589,46,980.813262
-33.261995,53,985.288973
-29.889466,48,989.209438
-21.214115,47,993.29787
-28.727036,49,997.56489
-30.614158,47,1001.570865
-20.315274,45,1005.289447
-3.767576,53,1009.825334
-34.363696,56,1014.579626
-37.287065,63,1019.853932
-20.859551,50,1023.901207
-19.658257,49,1028.000207
-3.501514,43,1031.574273
2.793718,48,1035.707624
15.807196,39,1039.207869
-13.686298,37,1042.513831
-13.894944,46,1046.21636
-21.892912,51,1050.135563
-8.236282,47,1053.90262
-5.1712,45,1057.665718
-19.509098,46,1061.505223
-45.569112,53,1065.885861
-21.894888,47,1069.738932
-29.669256,45,1073.420732
-70.03078,85,1080.417251
-2.279394,46,1084.409541
-15.092234,49,1088.356152
-12.306936,42,1091.812476
-28.421793,98,1100.161351
9.949476,44,1103.443929
-11.703601,47,1107.259597
-11.742394,46,1111.094639
4.306977,46,1115.038048
-10.989512,40,1118.457723
-22.674085,41,1122.103119
-21.296189,38,1125.424465
-17.046978,42,1129.223478
-22.459607,38,1132.395729
-23.283935,39,1136.010113
-9.607876,43,1139.627499
7.439221,41,1143.054626
-11.610439,47,1147.107216
-24.07729,40,1150.675748
-18.750521,37,1153.684802
-25.531513,39,1157.230299
-20.975857,40,1160.275031
-19.686515,41,1163.644333
-24.811532,41,1167.121963
-31.201135,40,1170.661628
-22.933563,39,1173.886693
-13.381739,42,1177.150711
-20.695095,38,1180.422597
-20.537842,41,1183.773075
-26.738873,40,1187.356787
-19.372872,38,1190.638469
-20.321023,40,1194.090172
-21.26988,39,1197.411819
1.882717,40,1200.809135
-16.614208,39,1204.102995
-11.926025,41,1207.365023
-27.365508,38,1210.233327
-23.112026,39,1213.442911
-24.760257,41,1216.909315
-12.71893,39,1220.183822
-23.707055,39,1223.101217
-22.665623,41,1226.304919
-26.406105,40,1229.584057
-27.25687,41,1233.084652
-25.896662,40,1236.52529
-4.536643,45,1240.027286
-24.928943,43,1243.683294
-15.854746,35,1246.605518
-26.999093,41,1249.749516
-22.707844,41,1253.076302
-8.163642,41,1256.391169
-22.247532,40,1259.718442
-25.175408,42,1263.040447
-27.511889,41,1266.587587
-23.198831,38,1269.678288
-24.338707,44,1273.337935
-17.475255,45,1276.836409
-1.517618,43,1280.304432
-22.712839,38,1283.456013
-17.777372,41,1286.730425
-25.046899,41,1289.990519
