#{"t_start": 1716347253.4405231, "env_id": "manipulator_mujoco/UR5eEnv-v2"}
r,l,t
-21.284918,1,1.549
-16.746621,4,1.899503
-193.016141,136,11.669205
-12.62126,9,12.397413
-30.11035,4,12.761413
-0.184695,35,15.388911
-22.832227,2,15.604412
-26.208498,85,21.697911
-17.579006,3,21.977414
-22.528349,1,22.114411
-40.201432,8,22.737411
-52.978714,110,30.813021
-24.256341,3,31.098018
-48.270922,26,33.108018
-41.443288,46,36.518018
-35.499778,11,37.363518
-26.432309,5,37.781018
-14.316228,7,38.337018
-21.417676,1,38.473018
-30.117214,4,38.820518
-52.714318,23,40.510018
-26.607,28,42.595518
-18.38347,2,42.80952
-16.766562,4,43.174517
-31.592753,9,43.897517
-21.285692,1,44.03752
-43.797894,17,45.349017
-6.658132,32,47.811517
-5.230981,18,49.212517
-45.303778,10,50.024017
-11.085229,11,50.891516
-40.484712,24,52.800516
-25.668575,4,53.168517
-25.672271,4,53.532017
-10.285996,12,54.480016
-12.392063,107,62.307016
-82.558965,93,69.157515
-16.57507,30,71.429515
-17.196928,99,78.845015
-15.948581,5,79.273515
-15.235518,6,79.784014
-28.494391,6,80.289015
-22.567737,2,80.510518
-7.382548,39,83.487014
-43.359831,18,84.922514
-21.418402,1,85.059015
-84.847189,26,87.081014
-22.832642,2,87.291017
-31.309222,8,87.960014
-29.887859,7,88.530014
-30.113066,4,88.892514
-28.979188,60,93.361514
-22.57087,2,93.568514
-15.963274,5,94.011014
-88.148263,70,99.252513
-31.473976,9,99.967513
-63.32357,101,107.394512
-44.234977,19,108.864513
-75.522173,22,110.568512
149.812013,192,125.197011
-15.984031,5,125.642011
-154.928346,448,158.722009
-16.011325,5,159.152508
-135.837317,309,181.961506
-25.675166,4,182.324506
-6.82279,16,183.586507
-10.799503,14,184.659506
-29.03497,15,185.833506
101.380238,265,205.276005
-55.757927,155,216.622004
-47.93119,11,217.492504
-128.287554,79,223.361004
-30.053665,11,224.225003
-105.79047,46,227.624003
-27.618479,6,228.121503
-12.738116,9,228.833503
-7.70998,15,229.989003
-63.48771,32,232.914503
-90.449162,261,252.055502
-0.833687,24,253.813002
-25.055542,2,254.014501
-269.842176,382,281.835999
-28.50086,6,282.333999
139.085906,335,306.897497
102.320713,87,313.184997
-1.786318,22,314.857497
-81.454285,80,320.629996
-28.346725,164,332.608995
-143.911466,288,353.945494
-88.382995,192,367.934493
-27.58507,3,368.211493
-21.284931,1,368.346993
44.928313,151,379.343992
-17.602308,3,379.623992
-25.120375,4,379.971992
-18.016591,114,388.222491
-158.589342,225,404.89999
-55.903915,26,406.83949
-25.114662,4,407.18949
-65.34861,18,408.55949
13.73291,40,411.508043
-52.116831,161,423.167989
258.670447,92,430.040988
-25.100862,4,430.391488
-146.032759,112,438.579988
-26.380704,5,439.014488
-16.54358,43,442.164987
-23.854876,3,442.442987
164.075727,109,450.439987
-15.209996,6,450.934986
-19.193405,1,451.072987
57.056902,58,455.361986
-107.438547,190,469.801986
-445.487613,343,494.754484
-24.221215,3,495.045984
-30.120512,8,495.677984
-50.348268,12,496.662484
-12.690118,9,497.379983
-89.661691,59,501.738983
-27.585267,3,502.025483
-56.211644,73,507.418483
116.494623,128,516.749482
-16.802775,4,517.103981
-129.37955,241,534.679481
-38.451901,19,536.11548
35.537266,51,539.92198
-9.769788,23,541.66948
-21.417454,1,541.80198
-40.227211,8,542.46548
110.485122,162,554.497479
-23.638025,61,558.929979
-33.96049,10,559.745979
-41.357842,18,561.122978
43.190593,57,565.337978
-16.773949,4,565.692478
-68.069748,42,568.859978
-27.584993,3,569.150978
-16.021881,5,569.577478
-13.533858,8,570.213478
-4.590181,19,571.667978
-55.42628,14,573.331978
31.447563,203,588.190476
-60.170499,16,589.422476
-66.095634,45,592.854976
18.237097,227,609.355475
165.650001,145,619.875974
