#{"t_start": 1716301977.3158083, "env_id": "manipulator_mujoco/UR5eEnv-v2"}
r,l,t
-21.284918,1,1.620997
-16.737037,4,1.980997
-189.848668,131,11.499996
-16.747906,4,11.876496
-22.528347,1,12.034995
-12.744652,9,12.838
-25.658162,4,13.213496
37.229138,35,15.864996
-18.384012,2,16.100996
-202.534824,85,22.532995
-27.585074,3,22.834995
-19.201763,1,22.983495
-31.310764,8,23.703995
70.884385,110,32.049994
-17.609064,3,32.342995
-55.873111,26,34.377995
-76.115568,47,38.045994
-8.764267,14,39.173493
-21.417962,1,39.320494
-37.714153,7,39.922494
-21.417698,1,40.065494
-16.756043,4,40.433494
-9.454531,23,42.250494
-24.594353,28,44.438494
-22.555219,2,44.655494
-25.127339,4,45.031494
-32.762544,9,45.781994
-19.201985,1,45.929494
-5.743133,17,47.246493
-101.288062,32,49.815993
-5.578873,18,51.243993
-32.822317,10,52.072493
-35.579214,11,53.002493
-52.815956,24,54.844493
-16.773072,4,55.215493
-16.769995,4,55.589993
-36.886283,12,56.563493
28.310347,107,64.762492
-46.272468,92,71.787492
-19.201209,1,71.934992
-18.664954,30,74.282991
-53.809314,24,76.167491
-28.947628,7,76.730491
-14.253737,7,77.300492
-31.504658,9,78.016994
-25.656851,4,78.371991
-123.398916,41,81.428491
-25.664714,4,81.793491
-31.269984,8,82.459991
-28.512435,6,82.972991
-35.166398,6,83.477491
-22.567804,2,83.69449
-48.851562,39,86.756991
-23.822953,19,88.28049
-56.003836,26,90.29599
-22.567374,2,90.51999
-13.555075,8,91.234491
-28.976072,7,91.84749
-30.113025,4,92.20849
-67.466422,60,96.71999
-22.835789,2,96.92749
-32.643571,5,97.35449
-22.945542,69,102.362989
-11.937987,10,103.148989
-41.177476,101,110.627491
-49.097434,20,112.175989
-36.549484,21,113.791488
159.843349,236,132.684987
-239.542351,396,162.466985
-511.730489,340,187.433983
-28.994628,7,188.004483
-39.698984,14,189.066483
-57.863136,15,190.262982
-104.080399,76,195.736982
-14.412144,7,196.314482
-38.842256,66,201.262481
-239.307964,293,222.73648
-178.610157,63,227.42998
-27.073911,5,227.851979
-11.153629,11,228.692479
-212.281023,108,237.381979
130.567656,96,244.302478
-28.505506,6,244.800479
-21.285131,1,244.938978
-367.83522,196,259.447478
-19.332338,24,261.262477
-258.025064,243,279.045476
-57.859795,15,280.193476
-24.203719,3,280.478976
-72.14004,123,289.500475
-168.163235,249,307.650973
-16.81217,4,308.000474
-27.65516,6,308.497474
-210.33297,233,325.548472
-189.626474,329,349.786971
-124.241345,241,368.179969
-27.586654,3,368.459969
-334.230403,215,384.471968
52.437101,135,394.539967
-7.56753,181,407.958469
24.06841,67,412.868966
-363.44808,260,431.615965
-36.9432,55,435.658464
-16.734399,4,436.014964
-280.342094,328,459.885962
-22.560828,2,460.095462
-14.352101,7,460.705962
407.899188,213,476.967461
-22.528481,1,477.104461
-209.044729,385,505.159459
170.113814,201,519.828958
-50.270465,12,520.746958
-47.180536,20,522.239958
-385.450102,266,541.569957
5.843849,68,546.539956
-21.417329,1,546.680456
-13.433514,8,547.340456
-203.738187,156,558.859455
296.66549,130,568.411954
166.30277,191,583.076954
601.544508,236,600.113452
69.332041,340,625.11945
-205.332716,74,630.741451
-22.528387,1,630.88095
-22.528426,1,631.02895
-227.460567,388,659.421948
-56.291341,280,679.745446
728.805791,245,698.078445
168.56261,155,709.431444
464.530342,337,733.917442
-55.59678,14,735.033942
-187.171339,186,748.670941
51.148521,186,762.10494
-174.317679,227,778.638439
-22.825334,2,778.849439
145.539145,225,795.439938
199.766593,131,805.761437
-663.743209,470,839.990434
-25.648181,161,851.730433
-13.9212,104,859.316933
-31.55009,9,860.070933
-37.67986,7,860.656433
-470.078703,312,883.316931
-23.837254,3,883.605931
142.101334,241,901.17743
148.284644,423,932.671427
-22.837335,2,932.879928
-258.175645,339,957.365926
416.034048,293,978.537924
-321.958141,500,1014.690422
-22.528328,1,1014.826921
-46.944042,202,1030.15092
158.702098,195,1044.128419
-27.600021,6,1044.637919
461.729255,409,1074.298917
-609.240991,360,1100.252415
-393.746529,249,1118.210414
73.775518,37,1120.944914
-37.684305,7,1121.531914
-101.911013,66,1126.369413
-32.646309,5,1126.792913
-120.260443,152,1137.764913
-35.346685,12,1138.695413
-28.397103,6,1139.203412
2320.897775,389,1167.89941
-204.756582,417,1197.932908
-22.528301,1,1198.073408
-773.936343,390,1226.082406
521.78545,264,1245.233405
-43.772989,17,1246.543905
-22.554534,2,1246.758404
838.345359,306,1269.664902
-239.320957,500,1306.567846
926.016184,416,1336.472343
636.56196,310,1358.853842
-24.320897,5,1359.272342
-84.914269,500,1396.063339
73.888823,308,1418.367837
199.874901,189,1431.929337
-602.95149,374,1459.062835
304.45052,142,1469.379837
184.802739,322,1493.219832
177.548882,500,1529.177829
135.07001,463,1562.55033
-748.405753,500,1599.438561
-743.938776,498,1635.559059
-93.080951,344,1660.314057
1354.82647,415,1690.452055
2523.232724,500,1727.291052
-26.397924,5,1727.716052
1664.08177,500,1764.004049
-16.771209,4,1764.352052
2826.935467,371,1791.076047
432.226927,317,1814.839545
2206.778099,500,1851.188543
3736.262905,500,1887.36604
-770.944167,500,1924.269538
809.093539,180,1937.248037
-73.062682,309,1959.642535
